Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_11,Chrome 135.0.7049.85,,,13-04-2025 22:03:07,13-04-2025 22:03:30,22.398s,PASSED
,,,,,,,
Test Cases/WEB/TC01_Load Page,Chrome 135.0.7049.85,,,13-04-2025 22:03:08,13-04-2025 22:03:30,21.819s,PASSED
"DATA BINDING - {""(Default) inPut..."":"""",""(Default) phone..."":""0"",""(Default) otpLo..."":""0"",""(Default) comme..."":""[]"",""(Default) nameO..."":""""}",,,,,,,
"setWebDriverPreferencesProperty(""args"", [""--disable-features=SafeBrowsing,PasswordLeakToggleMove""])",Chrome 135.0.7049.85,,,13-04-2025 22:03:09,13-04-2025 22:03:09,0.009s,PASSED
"openBrowser("""")",Chrome 135.0.7049.85,,,13-04-2025 22:03:09,13-04-2025 22:03:17,8.537s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.7049.85,,,13-04-2025 22:03:17,13-04-2025 22:03:20,2.652s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.7049.85,,,13-04-2025 22:03:20,13-04-2025 22:03:21,0.787s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.7049.85,,,13-04-2025 22:03:21,13-04-2025 22:03:21,0.753s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.7049.85,,,13-04-2025 22:03:21,13-04-2025 22:03:22,0.395s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.7049.85,,,13-04-2025 22:03:22,13-04-2025 22:03:23,1.093s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 135.0.7049.85,,,13-04-2025 22:03:23,13-04-2025 22:03:25,1.664s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 135.0.7049.85,,,13-04-2025 22:03:25,13-04-2025 22:03:26,0.978s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Medicaid_programs""))",Chrome 135.0.7049.85,,,13-04-2025 22:03:26,13-04-2025 22:03:26,0.456s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/div_Visit Date (Required)_input-group-addon""))",Chrome 135.0.7049.85,,,13-04-2025 22:03:26,13-04-2025 22:03:26,0.339s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/td_30""))",Chrome 135.0.7049.85,,,13-04-2025 22:03:26,13-04-2025 22:03:27,0.546s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/textarea_Comment_comment""), findTestData(""TestData_Website_01"").getValue(""comment"", 2))",Chrome 135.0.7049.85,,,13-04-2025 22:03:27,13-04-2025 22:03:28,0.864s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 135.0.7049.85,,,13-04-2025 22:03:28,13-04-2025 22:03:28,0.647s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/h2_Appointment Confirmation""))",Chrome 135.0.7049.85,,,13-04-2025 22:03:28,13-04-2025 22:03:29,0.526s,PASSED
"verifyElementText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Chrome 135.0.7049.85,,,13-04-2025 22:03:29,13-04-2025 22:03:29,0.280s,PASSED
closeBrowser(),Chrome 135.0.7049.85,,,13-04-2025 22:03:29,13-04-2025 22:03:30,0.272s,PASSED
