Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_11,Chrome 135.0.7049.85,,,13-04-2025 21:59:58,13-04-2025 22:00:33,34.488s,PASSED
,,,,,,,
Test Cases/WEB/TC01_Load Page,Chrome 135.0.7049.85,,,13-04-2025 21:59:59,13-04-2025 22:00:33,33.440s,PASSED
"DATA BINDING - {""(Default) inPut..."":"""",""(Default) phone..."":""0"",""(Default) otpLo..."":""0"",""(Default) comme..."":""[]"",""(Default) nameO..."":""""}",,,,,,,
"setWebDriverPreferencesProperty(""args"", [""--disable-features=SafeBrowsing,PasswordLeakToggleMove""])",Chrome 135.0.7049.85,,,13-04-2025 22:00:00,13-04-2025 22:00:01,0.009s,PASSED
"openBrowser("""")",Chrome 135.0.7049.85,,,13-04-2025 22:00:01,13-04-2025 22:00:12,11.486s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.7049.85,,,13-04-2025 22:00:12,13-04-2025 22:00:13,1.244s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.7049.85,,,13-04-2025 22:00:13,13-04-2025 22:00:17,4.227s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.7049.85,,,13-04-2025 22:00:17,13-04-2025 22:00:21,3.671s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.7049.85,,,13-04-2025 22:00:21,13-04-2025 22:00:24,2.789s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.7049.85,,,13-04-2025 22:00:24,13-04-2025 22:00:26,1.656s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 135.0.7049.85,,,13-04-2025 22:00:26,13-04-2025 22:00:27,1.707s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 135.0.7049.85,,,13-04-2025 22:00:27,13-04-2025 22:00:28,0.541s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Medicaid_programs""))",Chrome 135.0.7049.85,,,13-04-2025 22:00:28,13-04-2025 22:00:28,0.411s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/div_Visit Date (Required)_input-group-addon""))",Chrome 135.0.7049.85,,,13-04-2025 22:00:28,13-04-2025 22:00:29,0.395s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/td_30""))",Chrome 135.0.7049.85,,,13-04-2025 22:00:29,13-04-2025 22:00:29,0.569s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/textarea_Comment_comment""), findTestData(""TestData_Website_01"").getValue(""comment"", 2))",Chrome 135.0.7049.85,,,13-04-2025 22:00:29,13-04-2025 22:00:30,1.033s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 135.0.7049.85,,,13-04-2025 22:00:30,13-04-2025 22:00:31,1.150s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/h2_Appointment Confirmation""))",Chrome 135.0.7049.85,,,13-04-2025 22:00:31,13-04-2025 22:00:32,0.641s,PASSED
"verifyElementText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Chrome 135.0.7049.85,,,13-04-2025 22:00:32,13-04-2025 22:00:32,0.358s,PASSED
closeBrowser(),Chrome 135.0.7049.85,,,13-04-2025 22:00:32,13-04-2025 22:00:33,0.394s,PASSED
